Status,State,Name,Hospital Provider Number,Street Address,Suburb,Postcode,Second-tier Eligible (Yes/No),Second-tier Expiry Date,"Second-tier Category",Circular,"The Commonwealth Minister for Health, or delegate, has declared the facility to be a neo-natal facility, consistent with Section 3(2) of the Health Insurance Act 1973. (This column is not complete and is still being populated)"
PUBLIC,TAS,NORTH EASTERN SOLDIERS MEMORIAL HOSPITAL,0080190B,CAMERON STREET,SCOTTSDALE,7260,NO,,,,
PRIVATE,QLD,NORTH LAKES DAY HOSPITAL,0057380K,7 ENDEAVOUR BOULEVARD,NORTH LAKES,4509,YES,06-05-28,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 24/21; 26/22; 33/25,
PRIVATE,VIC,NORTH MELBOURNE RENAL CARE CENTRE,0036880J,"LEVEL 1, 185 - 187 BOUNDARY ROAD",NORTH MELBOURNE,3051,NO,30-06-20,"C - private hospitals that do not fall into categories (a), (b) or (g), with up to and including 50 licensed beds",PHI 46/20,
PUBLIC,WA,NORTH MIDLANDS HOSPITAL,0070730H,THOMAS STREET,THREE SPRINGS,6519,NO,,,,
PRIVATE,QLD,NORTH QUEENSLAND DAY SURGICAL CENTRE,0999721A,119 KINGS ROAD,PIMLICO,4812,YES,06-05-27,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 28/20; 34/23; 23/24; 31/24,
PRIVATE,NSW,NORTH SHORE PRIVATE HOSPITAL,0017200H,WESTBOURNE STREET,ST LEONARDS,2065,YES,15-06-27,"F - private hospitals that do not fall into categories (a), (b) or (g), with more than 100 licensed beds, with either (or any combination of) an accident and emergency unit or a specialised cardiac care unit or an intensive care unit",PHI 36/20; 48/23; 34/24,
PRIVATE,NSW,NORTH SHORE SPECIALIST DAY HOSPITAL,0027230H,"LEVEL 3, 176 PACIFIC HIGHWAY",GREENWICH,2065,YES,30-07-28,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 43/19; 32/21; 50/24; 65/25; 72/25,
PRIVATE,TAS,NORTH TAS DAY HOSPITAL,0085240L,23-27 CANNING STREET,LAUNCESTON,7250,NO,03-08-25,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 33/21; 56/24; 68/25,
PRIVATE,VIC,NORTH WEST DAY HOSPITAL,0894521T,221 MARIBYRNONG ROAD,ASCOT VALE,3032,YES,29-06-28,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,"PHI 01/21, 05/21; 34/23; 84/23; 58/25; 65/25",
PRIVATE,QLD,NORTH WEST PRIVATE HOSPITAL (QLD),0055800A,137 FLOCKTON STREET,EVERTON PARK,4053,YES,23-09-27,"F - private hospitals that do not fall into categories (a), (b) or (g), with more than 100 licensed beds, with either (or any combination of) an accident and emergency unit or a specialised cardiac care unit or an intensive care unit",PHI 54/20; 48/23; 69/24,
PRIVATE,TAS,NORTH WEST PRIVATE HOSPITAL (TAS),0085000H,21 BRICKPORT ROAD,BURNIE,7320,YES,22-01-26,"D - private hospitals that do not fall into categories (a), (b) or (g), with more than 50 licensed beds and up to and including 100 licensed beds",PHI 30/20; 26/22; 37/25,
PUBLIC,TAS,NORTH WEST REGIONAL HOSPITAL,0080400J,23 BRICKPORT ROAD,BURNIE,7320,NO,,,,
PUBLIC,WA,NORTHAM HOSPITAL,0071190K,ROBINSON STREET,NORTHAM,6401,NO,,,,
PUBLIC,WA,NORTHAMPTON HOSPITAL,0070640J,STEPHEN STREET,NORTHAMPTON,6535,NO,,,,
PUBLIC,VIC,NORTHEAST HEALTH WANGARATTA,0031250L,35-47 GREEN STREET,WANGARATTA,3677,NO,,,,
PRIVATE,NSW,NORTHERN BEACHES HOSPITAL,0017590Y,105 FRENCHS FOREST ROAD,FRENCHS FOREST,2086,YES,25-05-27,"F - private hospitals that do not fall into categories (a), (b) or (g), with more than 100 licensed beds, with either (or any combination of) an accident and emergency unit or a specialised cardiac care unit or an intensive care unit",PHI 59/18; 12/19; 51/20; 48/23; 48/24,
PRIVATE,SA,NORTHERN ENDOSCOPY CENTRE,0834441A,127 FROST ROAD,SALISBURY SOUTH,5106,YES,08-12-26,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 38/20; 77/22; 79/23,
PRIVATE,VIC,NORTHERN PRIVATE HOSPITAL,0037120X,12 OSBURN PLACE,EPPING,3076,YES,06-10-25,"F - private hospitals that do not fall into categories (a), (b) or (g), with more than 100 licensed beds, with either (or any combination of) an accident and emergency unit or a specialised cardiac care unit or an intensive care unit",PHI 10/24; 18/24,
PRIVATE,VIC,NORTHPARK PRIVATE HOSPITAL,0036530J,CNR PLENTY AND GREENHILLS ROAD,BUNDOORA,3083,YES,07-07-28,"E - private hospitals that do not fall into categories (a), (b) or (g), with more than 100 licensed beds, without an accident and emergency unit or a specialised cardiac care unit or an intensive care unit",PHI 76/20; 14/21; 11/24; 15/24; 50/25,
PRIVATE,NSW,NORWEST PRIVATE HOSPITAL,0016870Y,"11  NORBRIK DRIVE, NORWEST BUSINESS PARK",BELLA VISTA,2153,YES,19-05-27,"F - private hospitals that do not fall into categories (a), (b) or (g), with more than 100 licensed beds, with either (or any combination of) an accident and emergency unit or a specialised cardiac care unit or an intensive care unit",PHI 68/20; 16/22; 60/24,
PRIVATE,SA,NORWOOD DAY SURGERY,0067280Y,42 NELSON STREET,STEPNEY,5069,YES,29-03-27,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 36/19; 46/19; 51/20; 84/22; 24/25; 25/25,
PRIVATE,VIC,NOTTING HILL CITY HEALTH DAY HOSPITAL,0044270L,33-37 DUERDIN STREET,NOTTING HILL,3168,YES,21-01-26,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 45/21; 60/21; 34/23; 59/23,
PRIVATE,NSW,NOWRA PRIVATE HOSPITAL,0016970W,WEEROONA PLACE,NOWRA,2541,YES,25-06-28,"D - private hospitals that do not fall into categories (a), (b) or (g), with more than 50 licensed beds and up to and including 100 licensed beds",PHI 20/21; 48/23; 42/25,
PRIVATE,NT,NT MEDICAL SPECIALIST,0096000F,21 VANDERLIN DRIVE,WANGURI,810,NO,,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,,
PUBLIC,VIC,NUMURKAH DISTRICT HEALTH SERVICE,0030830A,2 KATAMATITE ROAD,NUMURKAH,3636,NO,,,,
PUBLIC,NSW,NYNGAN MULTI PURPOSE SERVICE,0011900F,HOSPITAL ROAD,NYNGAN,2825,NO,,,,
PUBLIC,QLD,OAKEY HOSPITAL,0051050K,5 BEALE STREET,OAKEY,4401,NO,,,,
PUBLIC,NSW,OBERON MULTI PURPOSE SERVICE,0011910B,67-73 NORTH STREET,OBERON,2787,NO,,,,
PUBLIC,VIC,OMEO DISTRICT HEALTH,0030850X,12 EASTON STREET,OMEO,3898,NO,,,,
PUBLIC,WA,ONSLOW HEALTH SERVICE,0070650H,SECOND AVENUE,ONSLOW,6710,NO,,,PHI 77/18,
PUBLIC,VIC,ORAL HEALTH VICTORIA,0031530F,720 SWANSTON STREET,CARLTON,3053,NO,,,PHI 72/25,
PRIVATE,NSW,ORANGE EYE CENTRE,0657451H,267-277 LORDS PLACE,ORANGE,2800,YES,30-11-25,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 38/20; 81/21; 92/24,
PUBLIC,NSW,ORANGE HEALTH SERVICE,0011920A,1530 FOREST ROAD,ORANGE,2800,NO,,,PHI 53/19,
PUBLIC,VIC,ORBOST REGIONAL HEALTH,0030860W,104 BOUNDARY ROAD,ORBOST,3888,NO,,,,
PRIVATE,SA,OROMAX DAY SURGERY,0067140K,"LEVEL 2, 66 RUNDLE STREET",KENT TOWN,5067,YES,14-10-26,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 38/20; 49/21; 50/22; 63/23,
PUBLIC,SA,ORROROO AND DISTRICT HEALTH SERVICES,0060410W,68 PRICE-MAURICE ROAD,ORROROO,5431,NO,,,PHI 74/25,
PUBLIC,WA,OSBORNE PARK HOSPITAL,0071030F,OSBORNE PLACE,STIRLING,6021,NO,,,,
PRIVATE,QLD,PACIFIC DAY SURGERY CENTRE,0057070B,38 MISTERTON STREET,FORTITUDE VALLEY,4006,YES,01-03-26,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 26/19; 07/22; 82/24,
PRIVATE,QLD,PACIFIC PRIVATE HOSPITAL,0055980B,"LEVEL 1 & 2, 119-123 NERANG STREET",SOUTHPORT,4215,YES,14-05-28,"C - private hospitals that do not fall into categories (a), (b) or (g), with up to and including 50 licensed beds",PHI 27/21; 32/21; 57/23; 69/23; 34/24; 23/25; 24/25,
PUBLIC,VIC,PAKENHAM HEALTH CENTRE,0032160H,HENTY WAY,PAKENHAM,3810,NO,,,,
PUBLIC,NT,PALMERSTON REGIONAL HOSPITAL,0092000T,LINCO ROAD,HOLTZE,829,NO,,,PHI 26/18,
PUBLIC,NSW,PAMBULA DISTRICT HOSPITAL,0011930Y,MERIMBOLA STREET,PAMBULA,2549,NO,,,,
PRIVATE,VIC,PANCH DAY SURGERY CENTRE,0044100J,"LEVEL 4, 84 HOTHAM STREET",PRESTON,3073,YES,28-09-28,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 32/19; 14/21; 18/24; 68/25,
PUBLIC,VIC,PANCH HEALTH SERVICE,0032100X,300 BELL STREET,PRESTON,3072,NO,,,,
PUBLIC,WA,PARABURDOO HOSPITAL,0071240W,LOT 608 ROCKLEA ROAD,PARABURDOO,6754,NO,,,,
PUBLIC,NSW,PARKES DISTRICT HOSPITAL,0011940X,18 COLEMAN ROAD,PARKES,2870,NO,,,,
PRIVATE,SA,PARKVIEW DAY SURGERY,0067000A,215 GREENHILL ROAD,EASTWOOD,5063,YES,12-05-27,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 33/20; 76/20; 23/23; 34/24,
PUBLIC,VIC,PARKVILLE YOUTH MENTAL HEALTH AND WELLBEING SERVICE,0032240H,35 POPLAR ROAD,PARKVILLE,3052,NO,,,PHI 58/24,
PRIVATE,NSW,PARRAMATTA EYE CENTRE,0027430Y,"SUITE 19, 34 CHARLES STREET",PARRAMATTA,2150,YES,09-12-25,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 19/20; 63/23,
PRIVATE,VIC,PASO INFUSION CENTRE,0044300A,5 SUSONO WAY,FRANKSTON,3199,YES,03-06-27,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 04/23; 18/23; 70/24,
PRIVATE,SA,PAYNEHAM DIALYSIS CLINIC,0067040T,2 PORTRUSH ROAD,PAYNEHAM,5070,NO,,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 82/19,
PUBLIC,NSW,PEAK HILL HEALTH SERVICE,0011950W,111 NEWELL HIGHWAY,PEAK HILL,2869,NO,,,,
PUBLIC,WA,PEEL HEALTH CAMPUS - PUBLIC,0070100T,110 LAKES ROAD,MANDURAH,6210,NO,,,PHI 57/24,
PUBLIC,WA,PEMBERTON HOSPITAL,0070660F,RAILWAY CRESENT,PEMBERTON,6260,NO,,,,
PRIVATE,QLD,PENINSULA PRIVATE HOSPITAL (QLD),0055790J,CNR GEORGE AND FLORENCE STREETS,KIPPA-RING,4021,YES,10-07-26,"D - private hospitals that do not fall into categories (a), (b) or (g), with more than 50 licensed beds and up to and including 100 licensed beds",PHI 19/20;  27/20; 50/22; 63/23,
PRIVATE,VIC,PENINSULA PRIVATE HOSPITAL (VIC),0036510L,525 MCCLELLAND DRIVE,FRANKSTON,3199,YES,12-06-26,"F - private hospitals that do not fall into categories (a), (b) or (g), with more than 100 licensed beds, with either (or any combination of) an accident and emergency unit or a specialised cardiac care unit or an intensive care unit",PHI 32/20; 16/22; 53/23,
PRIVATE,NSW,PENINSULA SLEEP CLINIC,0017230A,"LEVEL 2, BUILDING 1, 49 FRENCHS FOREST ROAD",FRENCHS FOREST,2086,NO,,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,,
PRIVATE,NSW,PENNANT HILLS DAY SURGERY,0657211A,361 - 363 PENNANT HILLS ROAD,PENNANT HILLS,2120,YES,14-11-27,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 53/19; 76/20; 44/22; 82/24,
PUBLIC,SA,PENOLA WAR MEMORIAL HOSPITAL,0060420T,18 CHURCH STREET,PENOLA,5277,NO,,,,
PUBLIC,WA,PERTH CHILDREN�S HOSPITAL,0071620F,15 HOSPITAL AVENUE,NEDLANDS,6009,NO,,,,
PRIVATE,WA,PERTH CLINIC,0075550T,29 HAVELOCK STREET,WEST PERTH,6005,YES,15-12-25,"A - private hospitals that provide psychiatric care, including treatment of addictions, for at least 50% of the episodes of hospital treatment, and do not fall into category (g)",PHI 29/19; 63/19; 87/21; 69/24,
PRIVATE,WA,PERTH DERMATOLOGY CLINIC,0077180J,5-7 ROBINSON AVENUE,PERTH,6000,YES,04-11-26,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 63/19; 03/20; 06/23; 11/24,
PRIVATE,WA,PERTH EYE HOSPITAL,0656511X,42 ORD STREET,WEST PERTH,6005,YES,05-02-26,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 43/19; 07/22; 34/24,
PUBLIC,VIC,PETER JAMES CENTRE,0031750T,321-345 BURWOOD HIGHWAY,FOREST HILL,3131,NO,,,,
PUBLIC,VIC,PETER MACCALLUM CANCER CENTRE,0030190W,2 ST ANDREWS PLACE,EAST MELBOURNE,3002,NO,,,,
PUBLIC,SA,PETERBOROUGH SOLDIERS' MEMORIAL HOSPITAL AND HEALTH SERVICE,0060430L,23 HURLSTONE STREET,PETERBOROUGH,5422,NO,,,PHI 74/25,
PRIVATE,QLD,PINDARA DAY PROCEDURE CENTRE,0925491K,13 CARRARA STREET,BENOWA,4217,YES,08-01-28,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 69/19; 82/20; 22/22; 86/24,
PRIVATE,QLD,PINDARA PRIVATE HOSPITAL,0055600J,ALLCHURCH AVENUE,BENOWA,4217,YES,01-02-26,"F - private hospitals that do not fall into categories (a), (b) or (g), with more than 100 licensed beds, with either (or any combination of) an accident and emergency unit or a specialised cardiac care unit or an intensive care unit",PHI 32/20; 89/21; 48/23; 59/23,
PRIVATE,QLD,PINE RIVERS PRIVATE HOSPITAL,0055830W,34 DIXON STREET,STRATHPINE,4500,YES,04-08-26,"A - private hospitals that provide psychiatric care, including treatment of addictions, for at least 50% of the episodes of hospital treatment, and do not fall into category (g)",PHI 27/20; 30/22; 63/23,
PUBLIC,WA,PINGELLY HEALTH CENTRE,0070680A,32 BROWN STREET,PINGELLY,6308,NO,,,PHI 65/18,
PUBLIC,SA,PINNAROO SOLDIERS' MEMORIAL HOSPITAL,0060440K,BUNDEY TERRACE,PINNAROO,5304,NO,,,,
PRIVATE,NSW,PITTWATER DAY SURGERY,0027020W,202/20 BUNGAN STREET,MONA VALE,2103,YES,01-07-27,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 59/23; 48/24,
PUBLIC,WA,PLANTAGENET HOSPITAL,0070550K,LANGTON ROAD,MOUNT BARKER,6324,NO,,,,
PUBLIC,SA,PORT AUGUSTA HOSPITAL & REGIONAL HEALTH SERVICE,0060450J,71 HOSPITAL ROAD,PORT AUGUSTA,5700,NO,,,PHI 72/25,
PUBLIC,SA,PORT BROUGHTON DISTRICT HOSPITAL AND HEALTH SERVICES,0060720B,BAY STREET,PORT BROUGHTON,5522,NO,,,,
PUBLIC,NSW,PORT KEMBLA HOSPITAL,0012480A,89-91 COWPER STREET,WARRAWONG,2502,NO,,,,
PUBLIC,SA,PORT LINCOLN HEALTH SERVICES,0060460H,39 OXFORD TERRACE,PORT LINCOLN,5606,NO,,,,
PUBLIC,NSW,PORT MACQUARIE BASE HOSPITAL,0017070A,1-31 WRIGHTS ROAD,PORT MACQUARIE,2444,NO,,,,
PRIVATE,NSW,PORT MACQUARIE OPHTHALMIC SURGERY,0027400F,35 ACKROYD STREET,PORT MACQUARIE,2444,YES,04-11-25,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 32/20; 80/21; 84/23,
PRIVATE,NSW,PORT MACQUARIE PRIVATE HOSPITAL,0016940A,LAKE ROAD,PORT MACQUARIE,2444,YES,25-06-27,"D - private hospitals that do not fall into categories (a), (b) or (g), with more than 50 licensed beds and up to and including 100 licensed beds",PHI 28/20; 48/23; 41/24,
PUBLIC,SA,PORT PIRIE HOSPITAL,0060470F,"THE TERRACE &, ALEXANDER STREET",PORT PIRIE,5540,NO,,,PHI 74/25,
PUBLIC,VIC,PORTLAND DISTRICT HEALTH,0030910A,141-151 BENTINCK STREET,PORTLAND,3305,NO,,,,
PUBLIC,NSW,PORTLAND TABULAM HEALTH CENTRE,0011960T,29 GREEN STREET,PORTLAND,2847,NO,,,PHI 53/19,
PUBLIC,SA,PREGNANCY ADVISORY CENTRE,0060890H,21 BELMORE TERRACE,WOODVILLE,5011,NO,,,,
PRIVATE,NSW,PRESIDENT PRIVATE HOSPITAL,0016840F,369-381 PRESIDENT AVENUE,KIRRAWEE,2232,YES,15-07-26,"B - private hospitals that provide rehabilitation care for at least 50% of the episodes of hospital treatment, and do not fall into categories (a) or (g)",PHI 05/19; 05/24,
PUBLIC,NSW,PRINCE ALBERT TENTERFIELD,0011970L,1-5 NAAS ST,TENTERFIELD,2372,NO,,,,
PUBLIC,NSW,PRINCE OF WALES HOSPITAL,0010260H,320-346 BARKER STREET,RANDWICK,2031,NO,,,,
PRIVATE,NSW,PRINCE OF WALES PRIVATE HOSPITAL,0017170X,"LEVELS 5-7, AMBULATORY CARE SERVICES CENTRE BUILDING, PRINCE OF WALES CAMPUS, BARKER STREET",RANDWICK,2031,YES,12-10-26,"F - private hospitals that do not fall into categories (a), (b) or (g), with more than 100 licensed beds, with either (or any combination of) an accident and emergency unit or a specialised cardiac care unit or an intensive care unit",PHI 36/20; 06/23; 57/23; 02/24,
PUBLIC,QLD,PRINCESS ALEXANDRA HOSPITAL,0051080F,199 IPSWICH ROAD,WOOLLOONGABBA,4102,NO,,,,
PUBLIC,QLD,PROSERPINE HOSPITAL,0051090B,26-32 TAYLOR STREET,PROSERPINE,4800,NO,,,PHI 63/19,
PUBLIC,WA,QUAIRADING HOSPITAL,0070700L,HARRIS STREET,QUAIRADING,6383,NO,,,,
PUBLIC,NSW,QUEANBEYAN DISTRICT HOSPITAL,0011980K,12 ERIN STREET,QUEANBEYAN,2620,NO,,,,
PUBLIC,ACT,QUEEN ELIZABETH II FAMILY CENTRE,0090020F,129 CARRUTHERS STREET,CURTIN,2605,NO,,,,
PUBLIC,QLD,QUEEN ELIZABETH II JUBILEE HOSPITAL,0051630L,CNR KESSELS & TROUGHON ROADS,COOPERS PLAINS,4108,NO,,,,
PUBLIC,QLD,QUEENSLAND CHILDREN'S HOSPITAL,0056130T,501 STANLEY STREET,SOUTH BRISBANE,4101,NO,,,PHI 65/18,
PUBLIC,QLD,QUILPIE HOSPITAL,0051100W,30 GYRICA STREET,QUILPIE,4480,NO,,,,
PUBLIC,NSW,QUIRINDI COMMUNITY HOSPITAL,0011990J,NOWLAND STREET,QUIRINDI,2343,NO,,,,
PUBLIC,SA,QUORN HEALTH SERVICE,0060480B,2 HOSPITAL ROAD,QUORN,5433,NO,,,PHI 72/25,
PRIVATE,SA,RAMSAY CLINIC ADELAIDE,0065030K,33 PARK TERRACE,GILBERTON,5081,YES,03-03-27,"A - private hospitals that provide psychiatric care, including treatment of addictions, for at least 50% of the episodes of hospital treatment, and do not fall into category (g)",PHI 28/20; 08/22; 63/22; 18/24,
PRIVATE,VIC,RAMSAY CLINIC ALBERT ROAD,0036710F,31 ALBERT ROAD,MELBOURNE,3004,YES,25-09-26,"A - private hospitals that provide psychiatric care, including treatment of addictions, for at least 50% of the episodes of hospital treatment, and do not fall into category (g)",PHI 28/20; 08/22; 63/22; 01/24,
PRIVATE,QLD,RAMSAY CLINIC CAIRNS,0056100Y,253 SHERIDAN STREET,NORTH CAIRNS,4870,YES,07-07-26,"A - private hospitals that provide psychiatric care, including treatment of addictions, for at least 50% of the episodes of hospital treatment, and do not fall into category (g)",PHI 28/20; 83/21; 63/22; 69/23,
PRIVATE,QLD,RAMSAY CLINIC CALOUNDRA,0055810Y,96 BEERBURRUM STREET,CALOUNDRA,4551,YES,08-06-28,"C - private hospitals that do not fall into categories (a), (b) or (g), with up to and including 50 licensed beds",PHI 32/20; 76/21; 83/21; 82/24; 42/25,
PRIVATE,NSW,RAMSAY CLINIC CREMORNE,0016570K,3 HARRISON STREET,CREMORNE,2090,YES,16-04-27,"A - private hospitals that provide psychiatric care, including treatment of addictions, for at least 50% of the episodes of hospital treatment, and do not fall into category (g)",PHI 41/18; 22/20; 89/21; 32/23; 02/24,
PRIVATE,NSW,RAMSAY CLINIC MACARTHUR,0017480F,92-96 DUMARESQ STREET,CAMPBELLTOWN,2560,YES,18-04-27,"A - private hospitals that provide psychiatric care, including treatment of addictions, for at least 50% of the episodes of hospital treatment, and do not fall into category (g)",PHI 41/18; 22/20; 89/21; 32/23; 02/24,
PRIVATE,QLD,RAMSAY CLINIC NEW FARM,0055620F,22 SARGENT STREET,NEW FARM,4005,YES,24-05-28,"A - private hospitals that provide psychiatric care, including treatment of addictions, for at least 50% of the episodes of hospital treatment, and do not fall into category (g)",PHI 20/21; 83/21; 23/24; 45/25,
PRIVATE,NSW,RAMSAY CLINIC NORTHSIDE,0016770B,2 FREDERICK STREET,ST LEONARDS,2065,YES,14-04-27,"A - private hospitals that provide psychiatric care, including treatment of addictions, for at least 50% of the episodes of hospital treatment, and do not fall into category (g)",PHI 33/20; 83/21; 32/23; 23/24,
PRIVATE,NSW,RAMSAY CLINIC THIRROUL,0016410F,72 PHILLIP STREET,THIRROUL,2515,YES,23-04-27,"A - private hospitals that provide psychiatric care, including treatment of addictions, for at least 50% of the episodes of hospital treatment, and do not fall into category (g)",PHI 57/22; 77/22; 53/23; 34/24,
PRIVATE,NSW,RAMSAY CLINIC WENTWORTHVILLE ,0016050L,23-27 LYTTON STREET,WENTWORTHVILLE,2145,YES,16-04-27,"A - private hospitals that provide psychiatric care, including treatment of addictions, for at least 50% of the episodes of hospital treatment, and do not fall into category (g)",PHI 41/18; 19/20; 89/21; 32/23; 02/24,
PRIVATE,SA,RAMSAY DAY CLINIC KAHLYN,0065680Y,40 BRIANT ROAD,MAGILL,5072,YES,03-03-27,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 46/20; 08/22; 26/22; 63/22; 18/24,
PRIVATE,QLD,RAMSAY SURGICAL CENTRE CAIRNS,0887521H,156-160 GRAFTON STREET,CAIRNS,4870,YES,13-12-26,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 28/20; 44/22; 63/22; 79/23,
PRIVATE,NSW,RAMSAY SURGICAL CENTRE CHARLESTOWN,0017800F,"LEVEL 4, 99 PACIFIC HIGHWAY",CHARLESTOWN,2290,YES,31-03-27,"C - private hospitals that do not fall into categories (a), (b) or (g), with up to and including 50 licensed beds",PHI 55/25; 68/25,
PRIVATE,NSW,RAMSAY SURGICAL CENTRE COFFS HARBOUR,0017670Y,69 ALBANY STREET,COFFS HARBOUR,2450,YES,08-01-27,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 23/22; 30/22; 84/23,
PRIVATE,VIC,RAMSAY SURGICAL CENTRE GLENFERRIE,0036840W,29 HILDA CRESCENT,HAWTHORN,3122,YES,07-12-26,"C - private hospitals that do not fall into categories (a), (b) or (g), with up to and including 50 licensed beds",PHI 36/20; 63/22; 78/23,
PRIVATE,NSW,RAMSAY SURGICAL CENTRE MIRANDA,0027450W,"LEVEL 3, 533 KINGSWAY",MIRANDA,2228,YES,02-05-27,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 63/20; 22/22; 63/22; 41/24,
PRIVATE,NSW,RAMSAY SURGICAL CENTRE ORANGE,0017640F,"LEVEL 3 & 4, 1521 FOREST ROAD",ORANGE,2800,YES,10-12-25,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 37/21; 42/21; 14/23; PHI 18/24; 70/25,
PUBLIC,WA,RAVENSTHORPE HOSPITAL,0070980K,MARTIN STREET,RAVENSTHORPE,6346,NO,,,,
PUBLIC,QLD,REDCLIFFE HOSPITAL,0051110T,ANZAC AVENUE,REDCLIFFE,4020,NO,,,,
PUBLIC,QLD,REDLAND HOSPITAL,0051720K,21 WEIPPIN STREET,CLEVELAND,4163,NO,,,,
PRIVATE,NSW,REGIONAL IMAGING CARDIOVASCULAR CENTRE,0999251T,"CALVARY HOSPITAL, 36, HARDY AVENUE",WAGGA WAGGA,2650,NO,,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,,
PUBLIC,SA,RENMARK PARINGA DISTRICT HOSPITAL,0060490A,RAL RAL AVENUE,RENMARK,5341,NO,,,,
PRIVATE,SA,REPROMED DAY SURGERY,0067080H,180 FULLARTON ROAD,DULWICH,5065,YES,19-12-26,G - private hospitals that provide episodes of hospital treatment only for periods of not more than 24 hours,PHI 54/20; 84/22; 63/23; 84/23,
